STRING ID,DESCRIPTION,ENGLISH,FRENCH / FRANÇAIS,SPANISH / ESPAÑOL,GERMAN / DEUTSCH,ITALIAN / ITALIANO,PORTUGUESE / PORTUGUÊS (BR),PORTUGUESE / PORTUGUÊS (PT),RUSSIAN / РУССКИЙ,GREEK / ΕΛΛΗΝΙΚΑ,TURKISH / TÜRKÇE,DANISH / DANSK,NORWEGIAN (NB) / NORSK BOKMÅL,SWEDISH / SVENSKA,DUTCH / NEDERLANDS,POLISH / POLSKI,FINNISH / SUOMI,JAPANESE / 日本語,SIMPLIFIED CHINESE / 简体中文,TRADITIONAL CHINESE / 繁体中文,KOREAN / 한국어,CZECH / ČEŠTINA,HUNGARIAN / MAGYAR,ROMANIAN / ROMÂNĂ,THAI / ภาษาไทย,BULGARIAN / БЪЛГАРСКИ,עברית / HEBREW,العربية / ARABIC,BOSNIAN
STATS_SCORE,,score,score,puntuación,Punkte,,,,,,,,,,,,,スコア,得分,,스코어,,,,,,,,
STATS_DIFFICULTY,,Difficulty,Difficulté,Dificultad,Schwierigkeitsgrad,,,,,,,,,,,,,難易度,难度,,난이도,,,,,,,,
INFO_BOMBS_COUNT,,Bombs Count,Nombre de bombes,Conteo de Bombas,Bombenanzahl,,,,,,,,,,,,,爆弾の数,炸弹总数,,폭탄 수,,,,,,,,
INFO_OBSTACLES_COUNT,,Obstacles Count,Nombre d'obstacles,Conteo de Obstáculos,Hindernisanzahl,,,,,,,,,,,,,障害物の数,障碍总数,,장애물 수,,,,,,,,
INFO_NOTES_COUNT,,Notes Count,Nombre de notes,Conteo de Notas,Notenanzahl,,,,,,,,,,,,,音符の数,音符总数,,음표 수,,,,,,,,
INFO_BPM,,Beats per Minute,Battements par minute,Percusiones por Minuto,Beats pro Minute,,,,,,,,,,,,,1分当たりのビート（BPM）,每分钟的节拍,,분당 비트,,,,,,,,
INFO_TIME,,Time,Temps,Tiempo,Zeit,,,,,,,,,,,,,時間,时间,,시간,,,,,,,,
TITLE_PLAYER_SETTINGS,,Player Settings,Paramètres de joueur,Ajustes de Jugador,Spielereinstellungen,,,,,,,,,,,,,プレイヤー設定,玩家设置,,플레이어 설정,,,,,,,,
TITLE_PLAYER_STATISTICS,,Player Statistics,Statistiques personnelles,Estadísticas de Jugador,Spielerstatistiken,,,,,,,,,,,,,プレイヤーデータ,玩家统计,,플레이어 통계,,,,,,,,
TITLE_PRACTICE_MODE,,Practice Mode,Mode entraînement,Modo de Práctica,Übungsmodus,,,,,,,,,,,,,練習モード,练习模式,,연습 모드,,,,,,,,
TITLE_LEVEL,,Level,Niveau,Nivel,Level,,,,,,,,,,,,,ステージ,关卡,,레벨,,,,,,,,
TITLE_FLOOR_ADJUST,,Floor Adjust,Réglage du sol,Ajuste del Suelo,Bodenanpassung,,,,,,,,,,,,,床調整,地面校准,,바닥 조절,,,,,,,,
TITLE_HIGHSCORES,,Highscores,Meilleurs scores,Altas Puntuaciones,Höchstpunktzahlen,,,,,,,,,,,,,ハイスコア,高分榜,,하이스코어,,,,,,,,
TITLE_LOCAL_HIGHSCORES,,Local Highscores,Meilleurs scores locaux,Altas Puntuaciones Locales,Lokale Höchstpunktzahlen,,,,,,,,,,,,,ローカルハイスコア,本地高分榜,,로컬 하이스코어,,,,,,,,
TITLE_GAME_PLAY_SETUP,,Gameplay Setup,Configuration,Configuración de Juego,Gameplay-Einrichtung,,,,,,,,,,,,,ゲームプレイ設定,游戏设置,,게임플레이 설정,,,,,,,,
TITLE_ENTER_YOUR_NAME,,Enter Your Name,Saisissez votre nom,Ingresa tu Nombre,Gib deinen Namen ein,,,,,,,,,,,,,名前を入力,输入你的名字,,이름을 입력하세요,,,,,,,,
TITLE_SOLO,,Solo,Solo,Individual,Solo,,,,,,,,,,,,,ソロ,单人模式,,솔로,,,,,,,,
TITLE_PARTY,,Party,Groupe,Grupo,Gruppe,,,,,,,,,,,,,パーティー,聚会模式,,파티,,,,,,,,
TITLE_TUTORIAL,,Tutorial,Didacticiel,Tutorial,Tutorial,,,,,,,,,,,,,チュートリアル,教程,,튜토리얼,,,,,,,,
TITLE_CAMPAIGN,,Campaign,Campagne,Campaña,Kampagne,,,,,,,,,,,,,キャンペーン,关卡模式,,캠페인,,,,,,,,
TITLE_RESULTS,,Results,Résultats,Resultados,Ergebnisse,,,,,,,,,,,,,結果,成绩,,결과,,,,,,,,
TITLE_SETTINGS,,Settings,Paramètres,Ajustes,Einstellungen,,,,,,,,,,,,,設定,,,설정,,,,,,,,
TITLE_LEVEL_CLEARED,,Level Cleared,Niveau terminé,Nivel Terminado,Abgeschlossenes Level,,,,,,,,,,,,,ステージクリア,完成的关卡,,레벨 통과,,,,,,,,
PRACTICE_SONG_START,,Song Start,Début du morceau,Comienzo de canción,Song-Start,,,,,,,,,,,,,曲スタート,歌曲开始,,곡 시작,,,,,,,,
PRACTICE_SPEED,,Speed,Vitesse,Velocidad,Tempo,,,,,,,,,,,,,スピード,速度,,속도,,,,,,,,
PLAYER_SETTINGS_LEFT_HANDED,,Left-Handed,Gaucher,Zurdo,Linkshändig,,,,,,,,,,,,,左利き,惯用左手,,왼손잡이,,,,,,,,
PLAYER_SETTINGS_SWAP_COLORS,,Swap Colors,Inverser les couleurs,Cambiar Colores,Farben tauschen,,,,,,,,,,,,,色を変更,交换颜色,,색상 바꾸기,,,,,,,,
PLAYER_SETTINGS_STATIC_LIGHTS,,Static Lights,Lumières fixes,Luces Estáticas,Statische Lichter,,,,,,,,,,,,,光を静止,静态光,,빛 고정,,,,,,,,
PLAYER_SETTINGS_PLAYER_HEIGHT,,Player Height,Taille du joueur,Estatura del Jugador,Spielergröße,,,,,,,,,,,,,プレイヤーの身長,玩家高度,,플레이어 신장,,,,,,,,
PLAYER_SETTINGS_PLAYER_HEIGHT_HINT,,Make sure the room setup is done precisely before setting the player height.,Assurez-vous de bien configurer l'espace avant de définir la taille du joueur.,"Asegúrate de que la configuración de tu área sea precisa antes de ajustar la estatura del jugador.
","Achte darauf, die Raumeinrichtung präzise vorzunehmen, bevor du die Spielergröße festlegst.",,,,,,,,,,,,,ルームのセットアップを正確に行ってから、プレイヤーの身長を設定してください。,在设置玩家高度之前，务必准确完成空间设置。,,플레이어 신장을 설정하기 전에 공간 설정이 정확한지 확인해 주십시오.,,,,,,,,
PLAYER_SETTINGS_NO_TEXTS_AND_HUD,,No Texts & HUDs,Sans texte ni ATH,Sin textos ni HUD,Keine Texte & HUDs,,,,,,,,,,,,,テキスト＆HUDなし,不显示文本和抬头显示,,텍스트 & HUD 없음,,,,,,,,
PLAYER_SETTINGS_ADVANCED_HUD,,Advanced HUD,ATH avancé,HUD avanzado,Erweiterte HUD,,,,,,,,,,,,,高度なHUD,高级抬头显示,,고급 HUD,,,,,,,,
PLAYER_SETTINGS_DISABLE_SFX,,Disable SFX,Désactiver les effets spéciaux,Desactivar Efectos de Sonido,SFX deaktivieren,,,,,,,,,,,,,効果音を無効化,禁用音效,,효과음 끄기,,,,,,,,
PLAYER_SETTINGS_REDUCE_DEBRIS,,Reduce Debris,Réduire les débris,Reducir Escombros,Rückstände reduzieren,,,,,,,,,,,,,破片を減少,减少碎片,,잔해 줄이기,,,,,,,,
PLAYER_SETTINGS_NJSBO,,Note Jump Start Beat Offset,Décalage d'apparition de la première note,Nota de Salto de Inicio para Compensar el Ritmo,Noten-Sprung-Startbeat-Offset,,,,,,,,,,,,,音符ジャンプ開始ビートオフセット,,,음표 점프 시작 비트 오프셋,,,,,,,,
PLAYER_SETTINGS_NJSBO_TIP,,Note Jump Start Beat Offset,Décalage d'apparition de la première note,Nota de Salto de Inicio para Compensar el Ritmo,Noten-Sprung-Startbeat-Offset,,,,,,,,,,,,,音符ジャンプ開始ビートオフセット,,,음표 점프 시작 비트 오프셋,,,,,,,,
PLAYER_SETTINGS_JUMP_START_CLOSE,,Close,Proche,Cerca,Nahe,,,,,,,,,,,,,近い,,,가깝게,,,,,,,,
PLAYER_SETTINGS_JUMP_START_CLOSER,,Closer,Plus proche,Más Cerca,Näher,,,,,,,,,,,,,より近い,,,더 가깝게,,,,,,,,
PLAYER_SETTINGS_JUMP_START_DEFAULT,,Default,Par défaut,Predeterminado,Standard,,,,,,,,,,,,,デフォルト,,,기본값,,,,,,,,
PLAYER_SETTINGS_JUMP_START_FURTHER,,Further,Plus loin,Más Lejos,Weiter,,,,,,,,,,,,,より遠い,,,더 멀게,,,,,,,,
PLAYER_SETTINGS_JUMP_START_FAR,,Far,Loin,Lejos,Weit,,,,,,,,,,,,,遠い,,,멀게,,,,,,,,
PLAYER_SETTINGS_HIDE_NOTE_SPAWN_EFFECT,,Hide Note Spawning Effect,Masquer l'effet d'apparition de note,Ocultar Efecto de Aparición de Nota,Auftaucheffekt der Note ausblenden,,,,,,,,,,,,,音符スポーン効果を非表示,,,음표 스폰 효과 숨기기,,,,,,,,
PLAYER_SETTINGS_ADAPTIVE_SFX,,Adaptive SFX,Effets évolutifs,Efectos de Sonido Adaptables,Adaptive SFX,,,,,,,,,,,,,適応可能効果音,,,적응형 효과음,,,,,,,,
PLAYER_SETTINGS_ARC_HAPTIC_FEEDBACK,,Arc Haptic Feedback,Retour haptique Arc,Retroalimentación táctil del Arc,Haptisches Arc-Feedback,,,,,,,,,,,,,Arc Haptic フィードバック,,,Arc 햅틱 피드백,,,,,,,,
PLAYER_SETTINGS_ARC_VISIBILITY,,Arc Visibility,Visibilité Arc,Visibilidad del Arc,Arc-Sichtbarkeit,,,,,,,,,,,,,Arc 可視性,,,Arc 가시성,,,,,,,,
PLAYER_SETTINGS_ARC_VISIBILITY_NONE,,None,Aucun,Ninguno,Keine,,,,,,,,,,,,,なし,,,없음,,,,,,,,
PLAYER_SETTINGS_ARC_VISIBILITY_LOW,,Low,Faible,Baja,Niedrig,,,,,,,,,,,,,低,,,낮음,,,,,,,,
PLAYER_SETTINGS_ARC_VISIBILITY_STANDARD,,Standard,Standard,Estándar,Standard,,,,,,,,,,,,,標準,,,표준,,,,,,,,
PLAYER_SETTINGS_ARC_VISIBILITY_HIGH,,High,Élevé,Alta,Hoch,,,,,,,,,,,,,高,,,높음,,,,,,,,
PLAYER_SETTINGS_ARC_VISIBILITY_WARNING,,Warning - Disabling Arcs is not recommended and may impact gameplay,Avertissement - La désactivation des Arcs n’est pas recommandée et peut avoir un impact sur la jouabilité.,"Advertencia: No es recomendable desactivar los Arcs, ya que esto puede perjudicar la jugabilidad.",Warnung – Das Deaktivieren von Arcs wird nicht empfohlen und kann das Gameplay beeinträchtigen.,,,,,,,,,,,,,警告- ゲームプレイに影響が出る可能性があるため、Arcを無効にすることは推奨されていません。,,,"경고- Arc 기능을 끄는 것은 권장하지 않으며, 게임플레이에 영향이 갈 수 있습니다",,,,,,,,
PLAYER_SETTINGS_HEADER_GENERAL,,General Player Settings,Paramètres généraux de joueur,Ajustes Generales de Jugador,Allgemeine Spielereinstellungen,,,,,,,,,,,,,一般的なプレイヤー設定,,,일반 플레이어 설정,,,,,,,,
PLAYER_SETTINGS_HEADER_HUD,,HUD Settings,Paramètres ATH,Ajustes de HUD,HUD-Einstellungen,,,,,,,,,,,,,HUD設定,,,HUD 설정,,,,,,,,
PLAYER_SETTINGS_HEADER_FX_SETTINGS,,FX Settings,Paramètres des effets,Ajustes de Efectos de Sonido,FX-Einstellungen,,,,,,,,,,,,,特殊効果設定,,,FX 설정,,,,,,,,
CONTENT_SCORE_INFO,,"- To get <color=#ffffff88>100</color> points in one cut, perform a swing with a large starting angle, 100 degrees from where the cube is hit, and follow through after hitting the cube for 60 degrees more.

- A bonus <color=#ffffff88>15</color> points will be awarded based on how close to the center of the cube the cut is made.","- Pour obtenir <color=#ffffff88>100</color> points en un coup, effectuez un mouvement à angle large, à 100 degrés de l'axe de frappe du cube, et poursuivez votre coup de 60 degrés après avoir touché le cube.

- Un bonus de <color=#ffffff88>15</color> points vous sera accordé si vous tranchez le cube assez près de son centre.","- Para obtener <color=#ffffff88>100</color> puntos en un corte, haz un giro con un gran ángulo de inicio, 100 grados desde donde se golpea el cubo, y sigue después de golpear el cubo 60 grados más.

- Se otorgará una bonificación de <color=#ffffff88>15</color> puntos dependiendo de lo cerca del centro del cubo que se realizó el corte.","- Um <color=#ffffff88>100</color> Punkte mit einem Schlag zu erhalten, musst du in weitem Schwung ausholen, 100 Grad entfernt von dem Punkt, an dem der Würfel getroffen wird, und den Schlag nach Zerschlagen des Würfels noch 60 Grad zu Ende führen.

- Du kannst zusätzliche <color=#ffffff88>15</color> Punkte erhalten, je nachdem wie nahe dein Schlag in die Nähe der Würfelmitte trifft.",,,,,,,,,,,,,"- 1カットで<color=#ffffff88>100</color>ポイントを獲得するには、キューブに当たるところから100度の開始角度でスイングを行い、キューブに当てた後60度の角度でカットを終わります。

- ボーナスの<color=#ffffff88>15</color>ポイントは、キューブの中心近くをカットすることで獲得できます。","- 如果想要得到 <color=#ffffff88>100</color>分的削砍，只需在削砍前后挥动的角度足够大（前 90°，后 60°）。

- 根据削砍位置与方块中心的距离，可以额外获得 <color=#ffffff88>10</color> 分。",,"- 한 컷으로 <color=#ffffff88>100</color>점을 얻으려면 큐브를 벤 곳으로부터 100도가 되는 큰 시작 각도로 세이버를 휘두르고 큐브를 베어낸 후 60도 이상으로 마무리합니다.

- 큐브의 중앙에 얼마나 가깝게 베었느냐에 따라 보너스 <color=#ffffff88>15</color>점이 주어집니다.",,,,,,,,
CONTENT_CONBO_INFO,,Combo represents the number of consecutive good cuts which were not interrupted by any mistake.,"Le combo correspond au nombre de coups réussis consécutifs, sans interruption ni erreur.",El combo representa el número de buenos cortes consecutivos que no fueron interrumpidos por ningún error.,"Combo steht für die Zahl hintereinander ausgeführter guter Schläge, die nicht durch einen Fehler unterbrochen wurden.",,,,,,,,,,,,,Comboはミスをせずに良いカットを連続で行った数を表します。,连击表示连续精准击中的次数，不能因失误而打断。,,Combo는 어떠한 실수도 하지 않고 연속으로 굿 컷을 성공하는 것을 지칭합니다.,,,,,,,,
CONTENT_WARNING_PLAY_AREA,,Always remember to stay in the center of the cleared play area and do not walk around!,Restez bien au centre de votre zone de jeu et ne vous déplacez pas !,¡Siempre recuerda mantenerte en el centro del área de juego despejada y de no caminar!,"Denke immer daran, in der Mitte des freigeräumten Spielbereichs zu bleiben und nicht herumzulaufen!",,,,,,,,,,,,,常に安全なプレイエリアの中心でプレイするように心がけ、歩き回らないでください！,切记，要站在周围无障碍的游戏区域中心，不要四处走动！,,"항상 장애물이 없는 플레이 공간의 중앙에서 포지션을 유지하고, 돌아다니지 말 것을 잊지 마십시오.",,,,,,,,
HOW_TO_PLAY_NOTE_CUT,,Cut in the arrow direction and match the color,Tranchez dans le sens des flèches avec les couleurs correspondantes,Corta en la dirección que indica la flecha y con el color de sable que coincida,Schlage in Pfeilrichtung und triff die Farbe.,,,,,,,,,,,,,矢印の方向にカットして色をマッチ,沿着箭头的方向削砍并匹配颜色,,화살표 방향으로 베고 색에 맞추세요,,,,,,,,
HOW_TO_PLAY_OBSTACLES,,Avoid obstacles with your head,Évitez les obstacles avec votre tête,Evita los obstáculos con tu cabeza,Weiche mit deinem Kopf Hindernissen aus.,,,,,,,,,,,,,頭で障害物を回避,避免头撞上障碍,,머리로 장애물을 피하세요,,,,,,,,
HOW_TO_PLAY_BOMB_CUT,,Don't cut the bombs,Ne coupez pas les bombes,No cortes las bombas,Zerschlage nicht die Bomben.,,,,,,,,,,,,,爆弾はカットしないように,不要砍到炸弹,,폭탄은 베지 마세요,,,,,,,,
TUTORIAL_PUT_SABERS_IN_RING,,Put your sabers into these rings.,Placez vos sabres dans les anneaux.,Coloca tus sables en estos anillos.,Lege deine Säbel in diese Ringe.,,,,,,,,,,,,,サーベルをこのリングに置こう。,将光刃放入环内。,,세이버를 링 안에 놓으세요.,,,,,,,,
TUTORIAL_CUT_ARROW_DIRECTION_COLOR,,Cut in the arrow direction and match the color.,Tranchez dans le sens des flèches avec les couleurs correspondantes.,Corta en la dirección que indica la flecha y con el color de sable que coincida.,Schlage in Pfeilrichtung und triff die Farbe.,,,,,,,,,,,,,矢印の方向にカットして色をマッチしよう。,沿着箭头的方向削砍并匹配颜色。,,화살표 방향으로 베고 색에 맞추세요.,,,,,,,,
TUTORIAL_CUT_ANY_DIRECTION,,Cut in any direction.,Tranchez dans n'importe quelle direction.,Corta en cualquier dirección.,Schlage irgendwohin.,,,,,,,,,,,,,好きな方向にカットしよう。,沿任意方向削砍。,,아무 방향으로나 베세요.,,,,,,,,
TUTORIAL_DO_NOT_CUT_OR_TOUCH,,Do not cut or touch with sabers!,Ne touchez pas et ne tranchez pas avec vos sabres !,¡No cortes ni toques con los sables esto!,Nicht mit Säbeln schlagen oder treffen!,,,,,,,,,,,,,サーベルでカットしたり触ったりしないように！,不要用光刃削砍或触碰！,,세이버로 베거나 건드리지 마세요!,,,,,,,,
TUTORIAL_LEAN_RIGHT,,Lean right! <sprite=1 tint=1>,Penchez-vous à droite ! <sprite=1 tint=1>,¡Inclínate a la derecha! <sprite=1 tint=1>,Lehne dich nach rechts! <sprite=1 tint=1>,,,,,,,,,,,,,右に傾け！<sprite=1 tint=1>,头往右偏！<sprite=1 tint=1>,,오른쪽으로 기대세요! <sprite=1 tint=1>,,,,,,,,
TUTORIAL_LEAN_LEFT,,<sprite=3 tint=1> Lean left!,<sprite=3 tint=1>Penchez-vous à gauche !,<sprite=3 tint=1> ¡Inclínate a la izquierda!,<sprite=3 tint=1> Lehne dich nach links!,,,,,,,,,,,,,<sprite=3 tint=1> 左に傾け！,<sprite=3 tint=1>头往左偏！,,<sprite=3 tint=1> 왼쪽으로 기대세요!,,,,,,,,
TUTORIAL_CROUCH,,Crouch!,Accroupissez-vous !,¡Agáchate!,Ducke dich!,,,,,,,,,,,,,しゃがめ！,蹲下！,,숙이세요!,,,,,,,,
TUTORIAL_CONGRATULATIONS,,"Congratulations!
You are ready now.","Bravo !
Vous êtes prêt.","¡Felicitaciones!
Ya dominas las reglas.","Glückwunsch!
Du bist nun bereit.",,,,,,,,,,,,,"おめでとうございます！
準備ができました。","恭喜！
你已经准备完毕。",,"축하합니다!
이제 준비가 됐어요.",,,,,,,,
TUTORIAL_STAND_INSIDE_AREA,,"Stand inside the marked area.

Hold the <color=#00C0FF>blue</color> saber in your right hand
and the <color=#FF0000>red</color> in your left hand.

Place both sabers into these rings to start.","Placez-vous sur la zone indiquée.

Tenez le sabre <color=#00C0FF>bleu</color> dans votre main droite
et le <color=#FF0000>rouge</color> dans votre main gauche.

Placez les deux sabres dans ces anneaux pour commencer.","Párate dentro del área marcada.

Mantén el sable <color=#00C0FF>azul</color> en tu mano derecha
y el <color=#FF0000>rojo</color> en tu mano izquierda.

Coloca ambos sables en estos anillos para comenzar.","Stelle dich in den hervorgehobenen Bereich.

Halte den <color=#00C0FF>blauen</color> Säbel in deiner rechten Hand
und den <color=#FF0000>roten</color> in deiner linken Hand.

Lege beide Säbel in die Ringe diese Ringe, um zu starten.",,,,,,,,,,,,,"マークされたエリアに立とう。

<color=#00C0FF>青</color>のサーベルを右手に持ち
<color=#FF0000>赤</color>のサーベルを左手に持とう。

両方のサーベルをこのリングに置くとスタートだ。","站在标记的区域内。

右手紧握<color=#00C0FF>蓝色</color>光刃
左手紧握<color=#FF0000>红色</color>光刃。

将两把光刃放入环内即可开始。",,"표시된 부분 안에 서주세요.

오른손에 <color=#00C0FF>파란</color> 세이버를 들고
왼손에 <color=#FF0000>빨간</color> 세이버를 들어주세요.

두 세이버를 링에 넣어 시작하세요.",,,,,,,,
FLOOR_ADJUST_HELP_CONTENT,,Here you can adjust the position of the floor. Try to make it match your real floor.,Vous pouvez ajuster la position du sol dans ce menu. Essayez de le positionner au même niveau que le sol de votre pièce.,Aquí puedes ajustar la posición del suelo. Trata de hacer que coincida con tu suelo real.,"Hier kannst du die Position des Bodens anpassen. Stelle es so ein, dass es mit deinem eigenen Boden übereinstimmt.",,,,,,,,,,,,,ここでは、床の位置を調整することができます。実際の床に一致させるようにしましょう。,你可以在这里调整地面的位置。尽量匹配真实地面。,,바닥의 위치를 조절할 수 있습니다. 실제 바닥과 최대한 맞추세요.,,,,,,,,
